id,scope,slice,kind,old,new,declared_at,consumers,persisted,category,decision_ref,status,owner,notes
gestao-vite-symbol-3390d5e4,gestao-vite,3,symbol,acaoDeEdicao,,apps/gestao-vite/src/paginas/cadastros/regras-sla-formulario.tsx:41,4,no,,,candidate,,
gestao-vite-symbol-ed20a928,gestao-vite,3,symbol,AcaoVerConversas,,apps/gestao-vite/src/componentes/monitoramento-detalhado.tsx:299,2,no,,,candidate,,
gestao-vite-symbol-e81d9f0d,gestao-vite,3,symbol,ACOES_DO_SISTEMA,,apps/gestao-vite/src/paginas/builder/acoes-do-bloco.ts:151,1,no,,,candidate,,
gestao-vite-symbol-c4cafb91,gestao-vite,3,symbol,acoes,,apps/gestao-vite/src/paginas/builder/acoes-globais.ts:29,155,no,,,candidate,,
gestao-vite-symbol-930ef139,gestao-vite,3,symbol,acoes,,apps/gestao-vite/src/paginas/builder/painel-acoes.tsx:137,155,no,,,candidate,,
gestao-vite-symbol-43ed825c,gestao-vite,3,symbol,acoes,,apps/gestao-vite/src/paginas/builder/painel-configuracao.tsx:140,155,no,,,candidate,,
gestao-vite-symbol-7f2e2012,gestao-vite,3,symbol,acoes,,apps/gestao-vite/tests/builder-painels.test.ts:50,155,no,,,candidate,,
gestao-vite-symbol-57166b09,gestao-vite,3,symbol,acoesCopiadas,,apps/gestao-vite/src/paginas/builder/painel-acoes.tsx:33,4,no,,,candidate,,
gestao-vite-symbol-a6b444fd,gestao-vite,3,symbol,AcoesDaFila,,apps/gestao-vite/src/paginas/cadastros/atendentes-filas.tsx:42,2,no,,,candidate,,
gestao-vite-symbol-cfaa8d64,gestao-vite,3,symbol,AcoesDaRegra,,apps/gestao-vite/src/paginas/cadastros/regras-atendimento.tsx:64,2,no,,,candidate,,
gestao-vite-symbol-d9523bf5,gestao-vite,3,symbol,AcoesDaRegraSla,,apps/gestao-vite/src/paginas/cadastros/regras-sla.tsx:54,2,no,,,candidate,,
gestao-vite-symbol-6a45b6cb,gestao-vite,3,symbol,AcoesDaResposta,,apps/gestao-vite/src/paginas/cadastros/comunicacao-respostas.tsx:11,2,no,,,candidate,,
gestao-vite-symbol-c2b815e2,gestao-vite,3,symbol,AcoesDoMonitoramento,,apps/gestao-vite/src/componentes/monitoramento-detalhado.tsx:60,6,no,,,candidate,,
gestao-vite-symbol-608ad8f5,gestao-vite,3,symbol,AcoesDoMotivo,,apps/gestao-vite/src/paginas/cadastros/atendentes-pausas.tsx:19,2,no,,,candidate,,
gestao-vite-symbol-67e143ff,gestao-vite,3,symbol,AcoesDoTicket,,apps/gestao-vite/src/componentes/monitoramento-detalhado.tsx:146,3,no,,,candidate,,
gestao-vite-symbol-e612762a,gestao-vite,3,symbol,AcoesGlobais,,apps/gestao-vite/src/paginas/builder/acoes-globais.ts:22,2,no,,,candidate,,
gestao-vite-symbol-b7f63cc2,gestao-vite,3,symbol,AcordeaoDadosDaEmpresa,,apps/gestao-vite/src/paginas/fluxo/canais/whatsapp/perfil.tsx:76,2,no,,,candidate,,
gestao-vite-symbol-348e0e13,gestao-vite,3,symbol,AcordeaoNomeDeExibicao,,apps/gestao-vite/src/paginas/fluxo/canais/whatsapp/perfil.tsx:33,2,no,,,candidate,,
